time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-10-31T11:04:10.160Z,46.8446667,-121.763,1.05,0.26,ml,6,86,0.02147,0.05,uw,uw61324132,2017-10-31T16:31:36.150Z,"27km NNW of Packwood, Washington",earthquake,0.37,0.66,0.206,5,reviewed,uw,uw
2017-10-31T10:54:22.624Z,63.3029,-151.1346,11,1.1,ml,,,,0.31,ak,ak17128191,2017-11-03T10:14:24.874Z,"109km W of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T10:46:06.010Z,46.8908333,-112.538,12.49,1.77,ml,14,109,0.188,0.1,mb,mb80267494,2017-10-31T14:35:01.680Z,"13km ESE of Lincoln, Montana",earthquake,0.44,0.81,0.266,3,reviewed,mb,mb
2017-10-31T10:45:54.046Z,54.2196,-165.2187,75.8,2.2,ml,,,,0.32,ak,ak17128188,2017-11-03T10:14:24.474Z,"37km ENE of Akutan, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T10:41:51.610Z,43.5685,-107.3899,5,2.6,ml,,69,1.115,1.11,us,us2000bjji,2018-01-24T01:25:00.040Z,"66km E of Thermopolis, Wyoming",earthquake,2.4,2,0.06,36,reviewed,us,us
2017-10-31T10:30:27.100Z,36.0269,-97.9106,5.642,3.3,ml,,20,,0.17,us,us1000ayym,2018-01-24T01:25:00.040Z,"9km S of Hennessey, Oklahoma",earthquake,1.2,3.4,,,reviewed,tul,tul
2017-10-31T10:29:23.630Z,36.0365,-97.9022,3.93,2.5,mb_lg,,39,0.192,0.33,us,us1000ayyk,2018-01-24T01:25:00.040Z,"8km S of Hennessey, Oklahoma",earthquake,1.4,4.8,0.12,18,reviewed,us,us
2017-10-31T10:26:45.990Z,37.5748333,-118.9958333,1.29,0.37,md,13,228,0.04295,0.02,nc,nc72916551,2017-10-31T17:37:03.505Z,"8km SSW of Mammoth Lakes, California",earthquake,0.78,1,0.283,11,reviewed,nc,nc
2017-10-31T10:26:13.395Z,63.0727,-151.4704,3.3,1.5,ml,,,,0.43,ak,ak17127668,2017-11-03T10:14:24.035Z,"108km NW of Talkeetna, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-10-31T10:24:31.680Z,37.6375,-118.9288333,-0.12,1.7,md,26,74,0.02355,0.05,nc,nc72916546,2017-11-07T00:12:03.061Z,"4km ESE of Mammoth Lakes, California",earthquake,0.18,0.28,0.325,21,reviewed,nc,nc
2017-10-31T10:11:16.490Z,-23.9143,-179.9832,506.54,4.3,mb,,190,6.407,0.53,us,us2000bkyd,2018-01-24T01:25:00.040Z,"South of the Fiji Islands",earthquake,21.7,20.2,0.137,15,reviewed,us,us
2017-10-31T10:09:09.400Z,36.0321,-97.9052,7.07,2.5,ml,,30,,0.26,us,us1000ayyc,2018-01-24T01:25:00.040Z,"8km S of Hennessey, Oklahoma",earthquake,1,3.5,,,reviewed,tul,tul
2017-10-31T10:05:17.867Z,58.1933,-155.3553,3,1.3,ml,,,,0.19,ak,ak17127663,2017-11-03T10:14:23.648Z,"94km SE of King Salmon, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-10-31T10:04:49.700Z,36.0279,-97.9102,5.906,3,ml,,30,,0.29,us,us1000ayya,2018-01-24T01:25:00.040Z,"9km S of Hennessey, Oklahoma",earthquake,1.2,2.4,,,reviewed,tul,tul
2017-10-31T09:59:03.980Z,36.0073333,-117.8773333,3.16,0.35,ml,14,130,0.0106,0.07,ci,ci38033912,2017-10-31T17:18:10.042Z,"8km ESE of Coso Junction, CA",earthquake,0.18,0.23,0.158,8,reviewed,ci,ci
2017-10-31T09:54:00.304Z,63.2538,-151.472,3.6,1.1,ml,,,,0.23,ak,ak17127659,2017-11-03T10:14:23.254Z,"124km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T09:50:51.400Z,36.0299,-97.9075,4.207,3.9,mwr,,18,,0.13,us,us1000ayy1,2018-03-04T23:59:17.377Z,"8km S of Hennessey, Oklahoma",earthquake,0.9,4.2,0.036,76,reviewed,tul,us
2017-10-31T09:48:47.540Z,33.5075,-116.7958333,5.08,0.32,ml,21,61,0.006151,0.1,ci,ci38033904,2017-10-31T13:32:59.186Z,"10km NE of Aguanga, CA",earthquake,0.19,0.73,0.123,9,reviewed,ci,ci
2017-10-31T09:31:50.152Z,58.2033,-155.3676,1.9,1.1,ml,,,,0.46,ak,ak17127658,2017-11-03T10:14:22.868Z,"92km SE of King Salmon, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-10-31T09:22:32.340Z,33.6765,-118.3486667,7.04,1.3,ml,22,225,0.05823,0.27,ci,ci38033896,2017-10-31T16:42:29.205Z,"8km SSE of Rancho Palos Verdes, CA",earthquake,0.84,0.67,0.109,12,reviewed,ci,ci
2017-10-31T09:20:25.652Z,63.0727,-151.4983,4.8,1.1,ml,,,,0.46,ak,ak17127145,2017-11-03T10:14:22.471Z,"109km NW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T09:06:03.000Z,37.637,-118.9296667,-0.14,1.46,md,25,76,0.02389,0.05,nc,nc72916541,2017-11-06T23:02:02.628Z,"3km ESE of Mammoth Lakes, California",earthquake,0.19,0.3,0.226,15,reviewed,nc,nc
2017-10-31T09:04:43.070Z,33.4873333,-116.7905,4.67,0.38,ml,32,36,0.02629,0.13,ci,ci38033888,2017-10-31T15:47:08.678Z,"8km NE of Aguanga, CA",earthquake,0.14,0.26,0.148,13,reviewed,ci,ci
2017-10-31T08:57:21.179Z,62.3079,-150.9867,72.8,1.4,ml,,,,0.29,ak,ak17127144,2017-11-03T10:14:22.020Z,"45km W of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-10-31T08:51:18.300Z,36.7606,-116.2674,10.1,0,ml,21,46.84,0.055,0.1464,nn,nn00610991,2017-11-01T02:35:41.115Z,"46km ESE of Beatty, Nevada",earthquake,,1.2,0.25,13,reviewed,nn,nn
2017-10-31T08:50:37.059Z,61.3821,-147.7101,19.6,1.5,ml,,,,0.52,ak,ak17127140,2017-11-03T10:14:21.572Z,"71km ESE of Lazy Mountain, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T08:49:14.910Z,46.8893333,-112.5268333,5.56,1.32,ml,12,108,0.182,0.24,mb,mb80267479,2017-10-31T14:56:53.280Z,"13km ESE of Lincoln, Montana",earthquake,0.75,3.32,0.085,2,reviewed,mb,mb
2017-10-31T08:38:08.760Z,37.6055,-118.8171667,3.81,0.4,md,15,211,0.01813,0.04,nc,nc72916536,2017-10-31T16:38:01.384Z,"14km ESE of Mammoth Lakes, California",earthquake,0.81,0.61,0.142,12,reviewed,nc,nc
2017-10-31T08:31:15.860Z,37.6118333,-118.828,3.46,0.61,md,21,121,0.01941,0.06,nc,nc72916531,2017-10-31T15:24:02.261Z,"13km ESE of Mammoth Lakes, California",earthquake,0.3,0.26,0.145,17,reviewed,nc,nc
2017-10-31T08:29:40.706Z,64.6152,-149.3499,18.4,0.3,ml,,,,0.42,ak,ak17127139,2017-11-03T10:14:21.201Z,"12km WNW of North Nenana, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T08:17:32.492Z,62.0957,-150.2478,47.9,1.3,ml,,,,0.63,ak,ak17127137,2017-11-03T10:14:20.769Z,"21km WSW of Y, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-10-31T08:14:20.340Z,38.8088341,-122.7931671,3.09,0.52,md,6,107,0.00188,0.02,nc,nc72916526,2017-10-31T08:58:03.568Z,"4km NW of The Geysers, California",earthquake,1.19,1.85,0.02,2,automatic,nc,nc
2017-10-31T08:06:06.160Z,44.7906667,-111.3225,9.35,0.26,ml,7,120,0.086,0.07,mb,mb80267474,2017-10-31T15:01:30.070Z,"22km NW of West Yellowstone, Montana",earthquake,0.39,0.98,0.009,2,reviewed,mb,mb
2017-10-31T08:04:00.070Z,44.7236667,-110.9926667,6.69,0.23,md,6,100,0.03693,0.11,uu,uu60255627,2017-10-31T21:34:34.290Z,"11km NE of West Yellowstone, Montana",earthquake,0.58,0.74,0.334,6,reviewed,uu,uu
2017-10-31T07:55:22.817Z,64.6928,-147.2736,7.2,0.4,ml,,,,0.49,ak,ak17127136,2017-11-03T10:14:20.384Z,"7km SSE of North Pole, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-10-31T07:49:58.480Z,33.512,-116.7938333,5.92,0.78,ml,30,36,0.005457,0.13,ci,ci38033880,2017-10-31T13:33:54.180Z,"10km NE of Aguanga, CA",earthquake,0.16,0.65,0.093,23,reviewed,ci,ci
2017-10-31T07:43:00.970Z,37.4915,-118.8236667,0.51,0.65,md,12,307,0.09845,0.04,nc,nc72916521,2017-10-31T16:36:02.379Z,"21km SE of Mammoth Lakes, California",earthquake,1.09,4.37,0.141,10,reviewed,nc,nc
2017-10-31T07:42:53.973Z,37.1892,-117.3671,13.1,0.9,ml,8,110.77,0.14,0.1329,nn,nn00611034,2017-11-01T02:36:08.733Z,"58km SSW of Goldfield, Nevada",earthquake,,3.2,0.71,3,reviewed,nn,nn
2017-10-31T07:42:25.255Z,37.1715,-117.3717,9.6,0.5,ml,9,147.95,0.156,0.1525,nn,nn00611030,2017-11-01T02:36:05.270Z,"60km SSW of Goldfield, Nevada",earthquake,,4.6,1.11,5,reviewed,nn,nn
2017-10-31T07:42:16.396Z,37.1828,-117.3671,11.2,0,ml,7,111.43,0.145,0.139,nn,nn00611032,2017-11-01T02:36:06.998Z,"59km SSW of Goldfield, Nevada",earthquake,,3.9,0.51,2,reviewed,nn,nn
2017-10-31T07:37:49.840Z,33.4968333,-116.7886667,5.02,0.71,ml,27,39,0.01831,0.14,ci,ci38033872,2017-10-31T13:33:50.390Z,"9km NE of Aguanga, CA",earthquake,0.17,0.66,0.109,24,reviewed,ci,ci
2017-10-31T07:37:30.540Z,35.7098333,-121.0396667,9.81,1.16,md,26,55,0.09686,0.05,nc,nc72916516,2017-11-04T09:31:02.418Z,"14km W of Lake Nacimiento, California",earthquake,0.21,0.67,0.179,16,reviewed,nc,nc
2017-10-31T07:36:06.390Z,-37.4899,177.3428,10,5,mww,,94,0.769,0.81,us,us1000ayxp,2018-01-24T01:25:00.040Z,"60km NNE of Whakatane, New Zealand",earthquake,4.9,1.6,0.086,13,reviewed,us,us
2017-10-31T07:27:23.710Z,37.5063333,-118.8416667,-0.99,1.8,md,28,172,0.08414,0.05,nc,nc72916511,2017-11-04T09:05:04.373Z,"19km SE of Mammoth Lakes, California",earthquake,0.43,7.16,0.167,22,reviewed,nc,nc
2017-10-31T07:20:54.070Z,18.4585,-66.3368,81,2.72,md,3,263,0.3962,0.16,pr,pr2017304000,2017-10-31T11:44:13.731Z,"1km NE of Ceiba, Puerto Rico",earthquake,5.77,3,0.08,3,reviewed,pr,pr
2017-10-31T07:18:51.959Z,40.1618,-120.9925,1.1,0.7,ml,6,293.01,0.304,0.1797,nn,nn00611028,2017-11-01T21:24:31.259Z,"4km NW of Greenville, California",earthquake,,17.4,0,1,reviewed,nn,nn
2017-10-31T07:06:46.300Z,36.0328,-97.9046,6.444,3.1,ml,,20,,0.14,us,us1000ayxl,2018-01-24T01:25:00.040Z,"8km S of Hennessey, Oklahoma",earthquake,1,2.9,,,reviewed,tul,tul
2017-10-31T07:05:04.740Z,38.793499,-122.7608337,1.74,0.56,md,8,81,0.02117,0.01,nc,nc72916506,2017-10-31T07:37:03.421Z,"1km NNW of The Geysers, California",earthquake,0.52,1.49,0.06,3,automatic,nc,nc
2017-10-31T06:57:06.699Z,59.5863,-152.9465,97.7,1.6,ml,,,,0.39,ak,ak17158604,2017-11-03T10:14:19.984Z,"66km WSW of Anchor Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-10-31T06:48:48.122Z,59.74,-153.1056,103,2.7,ml,,,,0.55,ak,ak17126614,2018-01-24T01:25:00.040Z,"71km W of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T06:41:03.220Z,33.9785,-117.2245,13.27,0.65,ml,14,79,0.05302,0.1,ci,ci38033864,2017-10-31T14:34:09.775Z,"6km N of Moreno Valley, CA",earthquake,0.27,0.49,0.088,13,reviewed,ci,ci
2017-10-31T06:39:34.040Z,38.371,-118.9023,7.5,1.3,ml,17,65.61,0.138,0.2058,nn,nn00610989,2017-11-01T02:35:34.968Z,"29km SW of Hawthorne, Nevada",earthquake,,3.8,0.26,5,reviewed,nn,nn
2017-10-31T06:38:40.738Z,37.4303,-116.5204,8.3,0.6,ml,6,276.19,0.328,0.1509,nn,nn00611027,2017-11-01T02:36:02.799Z,"61km NNE of Beatty, Nevada",earthquake,,26.8,0.93,2,reviewed,nn,nn
2017-10-31T06:37:17.221Z,37.435,-116.5266,9.4,0,ml,7,263.86,0.273,0.1682,nn,nn00611026,2017-11-01T02:36:01.066Z,"61km NNE of Beatty, Nevada",earthquake,,15.9,0.89,5,reviewed,nn,nn
2017-10-31T06:27:16.890Z,-21.8542,169.0733,10,4.5,mb,,183,1.038,1.02,us,us2000bky5,2018-01-24T01:25:00.040Z,"127km ESE of Tadine, New Caledonia",earthquake,7.3,2,0.205,7,reviewed,us,us
2017-10-31T06:26:36.030Z,37.6065,-118.8206667,3.69,0.59,md,16,143,0.01776,0.04,nc,nc72916501,2017-10-31T15:38:02.281Z,"14km ESE of Mammoth Lakes, California",earthquake,0.43,0.4,0.124,14,reviewed,nc,nc
2017-10-31T06:25:54.173Z,37.9647,-118.6676,9,0.4,ml,6,131.56,0.133,0.0146,nn,nn00611024,2017-11-01T02:35:57.256Z,"44km NE of Mammoth Lakes, California",earthquake,,8.9,0,1,reviewed,nn,nn
2017-10-31T06:24:59.010Z,33.5166667,-116.4576667,5.84,0.8,ml,30,97,0.02754,0.21,ci,ci38033856,2017-10-31T14:34:27.245Z,"20km ESE of Anza, CA",earthquake,0.29,0.6,0.209,24,reviewed,ci,ci
2017-10-31T06:24:04.463Z,60.4425,-151.9143,76.3,2.5,ml,,,,0.58,ak,ak17126604,2018-01-24T01:25:00.040Z,"34km W of Kalifornsky, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-10-31T06:23:34.260Z,36.9505,-121.3901667,3.91,1.02,md,28,101,0.03398,0.08,nc,nc72916496,2017-11-01T00:18:03.221Z,"10km N of Hollister, California",earthquake,0.19,0.45,0.222,21,reviewed,nc,nc
2017-10-31T06:12:06.390Z,35.6815,-121.1005,6.1,0.78,md,21,95,0.04334,0.06,nc,nc72916491,2017-11-01T00:13:01.937Z,"9km ENE of San Simeon, California",earthquake,0.25,0.45,0.311,12,reviewed,nc,nc
2017-10-31T06:10:50.911Z,62.1197,-150.3072,48.3,2.2,ml,,,,0.52,ak,ak17126597,2018-01-24T01:25:00.040Z,"24km W of Y, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T06:10:29.790Z,19.224,-155.4003333,32.471,1.7,md,36,145,0.0137,0.11,hv,hv61962126,2017-10-31T23:29:16.850Z,"8km ENE of Pahala, Hawaii",earthquake,0.59,0.87,0.059,16,reviewed,hv,hv
2017-10-31T06:02:53.564Z,63.2664,-151.4214,2.8,1.6,ml,,,,0.61,ak,ak17126594,2017-11-03T10:14:17.478Z,"124km NNW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T05:54:54.785Z,60.0105,-139.0109,16.4,1.2,ml,,,,0.45,ak,ak17126593,2017-11-03T21:09:18.542Z,"65km NE of Yakutat, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T05:51:24.830Z,34.1475,-117.4678333,6.08,0.69,ml,35,38,0.05608,0.2,ci,ci38033848,2017-10-31T15:29:33.003Z,"6km N of Fontana, CA",earthquake,0.23,0.65,0.135,10,reviewed,ci,ci
2017-10-31T05:46:46.720Z,38.0473,-118.8898,0,0.8,ml,5,311.94,0.088,0.1596,nn,nn00611021,2017-11-01T02:35:55.825Z,"37km SE of Bridgeport, California",earthquake,,0,0,1,reviewed,nn,nn
2017-10-31T05:45:16.552Z,63.1984,-151.3317,7.4,0.8,ml,,,,0.27,ak,ak17126592,2017-11-03T10:14:16.704Z,"115km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-31T05:42:12.719Z,51.4257,-176.3069,27,2,ml,,,,0.24,ak,ak17126591,2017-11-03T10:14:16.336Z,"56km SSE of Adak, Alaska",earthquake,,16.8,,,reviewed,ak,ak
2017-10-31T05:37:47.400Z,-15.4305,-173.2299,10,4.6,mb,,105,2.064,0.97,us,us1000ayx3,2018-01-24T01:25:00.040Z,"80km NE of Hihifo, Tonga",earthquake,8.9,1.9,0.076,51,reviewed,us,us
2017-10-31T05:30:40.060Z,-15.5085,-172.9106,10,4.6,mb,,107,1.931,0.96,us,us2000bky3,2018-01-24T01:25:00.040Z,"102km ENE of Hihifo, Tonga",earthquake,6.5,1.9,0.141,15,reviewed,us,us
2017-10-31T05:30:09.230Z,37.2781667,-97.9648333,4.08,2.05,ml,14,141,0.03268,0.04,ismpkansas,ismpkansas70237478,2017-11-13T23:08:37.370Z,"5km E of Harper, Kansas",earthquake,0.33,0.99,0.153,18,reviewed,ismp,ismp
2017-10-31T05:25:06.310Z,-21.5211,169.1093,10,4.3,mb,,173,1.005,0.59,us,us2000bky2,2018-01-24T01:25:00.040Z,"127km E of Tadine, New Caledonia",earthquake,7.2,1.9,0.178,9,reviewed,us,us
2017-10-31T05:22:04.560Z,37.5783333,-118.8355,1.55,0.36,md,8,276,0.01273,0.04,nc,nc72916486,2017-10-31T16:20:04.349Z,"14km ESE of Mammoth Lakes, California",earthquake,0.97,0.59,0.11,6,reviewed,nc,nc
2017-10-31T05:21:04.610Z,42.6746667,-111.4593333,5.94,1.25,md,5,134,0.2646,0.09,uu,uu60255622,2017-11-01T18:36:21.110Z,"12km E of Soda Springs, Idaho",earthquake,0.75,31.61,0.187,4,reviewed,uu,uu
2017-10-31T05:17:23.030Z,19.3853333,-155.2426667,2.81,1.41,md,33,45,0.008161,0.08,hv,hv61962046,2017-10-31T22:59:20.350Z,"5km S of Volcano, Hawaii",earthquake,0.23,0.19,0.235,8,reviewed,hv,hv
2017-10-31T05:13:58.450Z,44.4533333,-110.5458333,3.79,1.39,ml,8,94,0.03434,0.14,uu,uu60013494,2017-10-31T22:07:11.610Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.47,2.16,0.058,3,reviewed,uu,uu
2017-10-31T05:13:24.090Z,44.4468333,-110.5361667,2.31,0.38,md,6,143,0.03841,0.13,uu,uu60013489,2017-10-31T22:03:02.740Z,"23km E of Old Faithful Geyser, Wyoming",earthquake,0.61,31.61,0.13,3,reviewed,uu,uu
2017-10-31T05:12:27.550Z,44.447,-110.5483333,4.03,2.16,ml,9,129,0.03012,0.11,uu,uu60013484,2017-10-31T21:58:23.260Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.34,1.07,0.142,3,reviewed,uu,uu
2017-10-31T05:11:51.510Z,44.4501667,-110.548,3.45,1.16,md,12,70,0.03153,0.14,uu,uu60013479,2017-10-31T21:53:43.750Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.37,0.83,0.239,4,reviewed,uu,uu
2017-10-31T05:11:26.790Z,46.855,-121.7556667,1.13,0.75,ml,9,75,0.02253,0.09,uw,uw61324022,2017-10-31T17:26:26.840Z,"28km NNW of Packwood, Washington",earthquake,0.38,0.47,0.253,7,reviewed,uw,uw
2017-10-31T05:10:49.590Z,44.4433333,-110.5341667,1.75,1.18,md,9,83,0.03908,0.18,uu,uu60013474,2017-10-31T21:49:34.630Z,"23km E of Old Faithful Geyser, Wyoming",earthquake,0.63,0.32,0.444,3,reviewed,uu,uu
2017-10-31T05:10:36.130Z,44.4448333,-110.5395,2.1,0.72,md,6,141,0.03561,0.12,uu,uu60013469,2017-10-31T21:44:54.970Z,"23km E of Old Faithful Geyser, Wyoming",earthquake,0.45,8.42,0.398,3,reviewed,uu,uu
2017-10-31T05:10:18.980Z,44.4505,-110.5466667,3.12,0.29,md,10,71,0.03254,0.19,uu,uu60255617,2017-10-31T21:40:46.280Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.46,1.33,0.234,4,reviewed,uu,uu
2017-10-31T05:07:40.400Z,44.4486667,-110.5406667,3.15,1.63,ml,8,148,0.03586,0.03,uu,uu60013424,2017-10-31T15:46:30.890Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.45,1.59,0.053,3,reviewed,uu,uu
2017-10-31T05:06:43.780Z,44.4461667,-110.5363333,2.17,1.35,md,7,142,0.03813,0.17,uu,uu60013419,2017-10-31T15:43:54.570Z,"23km E of Old Faithful Geyser, Wyoming",earthquake,0.7,31.61,0.719,3,reviewed,uu,uu
2017-10-31T05:06:20.710Z,44.4476667,-110.5463333,3.87,1.86,ml,9,129,0.05675,0.04,uu,uu60013414,2017-10-31T14:46:47.030Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.34,1.07,0.155,4,reviewed,uu,uu
2017-10-31T05:05:57.830Z,44.4468333,-110.5423333,3.49,1.72,ml,15,70,0.03416,0.1,uu,uu60255607,2017-10-31T14:43:08.250Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.24,0.56,0.035,3,reviewed,uu,uu
2017-10-31T05:05:19.660Z,44.4473333,-110.5435,3.71,1.33,ml,9,149,0.03351,0.07,uu,uu60255612,2017-10-31T14:55:37.170Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.46,0.84,0.161,4,reviewed,uu,uu
2017-10-31T05:03:44.070Z,-8.7572,118.8503,110.15,4.9,mb,,72,3.351,1.44,us,us1000aywj,2018-01-24T01:25:00.040Z,"6km S of Rupe, Indonesia",earthquake,7.6,6.2,0.092,37,reviewed,us,us
2017-10-31T05:00:45.840Z,44.4453333,-110.541,1.98,1.86,ml,13,71,0.03468,0.13,uu,uu60255602,2017-10-31T15:03:21.350Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.31,0.7,0.156,4,reviewed,uu,uu
2017-10-31T04:58:53.670Z,-15.4963,-173.267,10,5.7,mww,,35,20.022,0.72,us,us1000aywi,2018-01-24T01:25:00.040Z,"72km NE of Hihifo, Tonga",earthquake,11.1,1.8,0.071,19,reviewed,us,us
2017-10-31T04:58:37.720Z,44.442,-110.5346667,2.04,0.69,md,7,134,0.03853,0.12,uu,uu60013459,2017-10-31T17:34:34.580Z,"23km E of Old Faithful Geyser, Wyoming",earthquake,0.41,31.61,0.567,3,reviewed,uu,uu
2017-10-31T04:58:10.470Z,44.4488333,-110.535,2.15,0.15,md,6,146,0.03976,0.14,uu,uu60013454,2017-10-31T17:29:22.560Z,"23km E of Old Faithful Geyser, Wyoming",earthquake,0.57,9.83,0.42,3,reviewed,uu,uu
2017-10-31T04:58:02.630Z,44.4443333,-110.5355,2.18,0.06,md,7,139,0.03832,0.13,uu,uu60013449,2017-10-31T17:24:43.040Z,"23km E of Old Faithful Geyser, Wyoming",earthquake,0.49,8.01,0.118,3,reviewed,uu,uu
2017-10-31T04:57:47.140Z,44.4476667,-110.5441667,3.48,1.5,ml,12,73,0.03316,0.13,uu,uu60013444,2017-10-31T17:18:31.150Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.3,0.79,0.037,2,reviewed,uu,uu
2017-10-31T04:57:20.340Z,44.4483333,-110.5446667,3.11,1.64,ml,11,73,0.03304,0.13,uu,uu60013439,2017-10-31T17:13:21.810Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.34,1.17,0.071,3,reviewed,uu,uu
2017-10-31T04:57:03.100Z,44.4458333,-110.5371667,2.27,1.22,md,7,142,0.03747,0.17,uu,uu60013434,2017-10-31T17:07:39.950Z,"23km E of Old Faithful Geyser, Wyoming",earthquake,0.67,7.24,0.419,4,reviewed,uu,uu
2017-10-31T04:56:43.440Z,44.449,-110.5438333,3.5,1.31,ml,10,97,0.03384,0.16,uu,uu60013429,2017-11-22T00:10:54.900Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.4,0.97,0.018,3,reviewed,uu,uu
2017-10-31T04:56:33.940Z,44.4485,-110.5426667,3.26,1.17,md,9,75,0.03445,0.15,uu,uu60255597,2017-10-31T16:55:16.050Z,"22km E of Old Faithful Geyser, Wyoming",earthquake,0.36,1.06,0.375,4,reviewed,uu,uu
2017-10-31T04:53:15.340Z,46.159,-122.3076667,7.88,0.68,ml,17,96,0.02065,0.14,uw,uw61324017,2017-10-31T17:24:18.190Z,"29km NNE of Amboy, Washington",earthquake,0.38,0.61,0.174,12,reviewed,uw,uw
2017-10-31T04:41:35.310Z,51.2003,-179.0147,25.8,3.2,ml,,,,0.65,us,usa0018l6q,2018-01-24T01:25:00.040Z,"9km SE of Amatignak Island, Alaska",earthquake,2.3,7.5,,,reviewed,ak,ak
2017-10-31T04:36:25.400Z,36.0821667,-117.6431667,1.97,0.18,ml,11,110,0.112,0.06,ci,ci38033824,2017-10-31T17:53:30.071Z,"28km E of Coso Junction, CA",earthquake,0.12,0.22,0.127,3,reviewed,ci,ci
2017-10-31T04:24:51.505Z,37.9655,-118.6647,9.2,0.6,ml,6,132.25,0.134,0.1465,nn,nn00611018,2017-11-01T02:35:52.418Z,"44km NE of Mammoth Lakes, California",earthquake,,8.7,0.19,2,reviewed,nn,nn
2017-10-31T04:12:38.110Z,33.9541667,-116.357,7.53,1.24,ml,35,57,0.04508,0.16,ci,ci38033816,2017-10-31T13:34:58.870Z,"13km E of Desert Hot Springs, CA",earthquake,0.23,0.56,0.18,26,reviewed,ci,ci
2017-10-31T04:04:32.012Z,63.8203,-149.6057,6.8,1.2,ml,,,,0.37,ak,ak17125567,2017-11-03T10:14:15.445Z,"31km W of Healy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T03:37:01.514Z,37.9601,-118.1392,2.8,0.8,ml,10,136.26,0.41,0.1599,nn,nn00611016,2017-11-01T02:35:49.456Z,"68km NNE of Dixon Lane-Meadow Creek, California",earthquake,,10.6,0.39,3,reviewed,nn,nn
2017-10-31T03:34:49.340Z,19.4213333,-155.6286667,4,1.25,md,12,147,0.01852,0.09,hv,hv61961876,2017-10-31T23:14:04.060Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.55,0.65,0.056,3,reviewed,hv,hv
2017-10-31T03:33:45.550Z,39.0346667,-123.079,1.17,2.45,md,46,46,0.04144,0.07,nc,nc72916476,2017-11-03T03:53:50.246Z,"13km SE of Talmage, California",earthquake,0.14,0.48,0.238,34,reviewed,nc,nc
2017-10-31T03:33:17.720Z,37.452,-121.7723333,6.12,1.01,md,19,70,0.02237,0.05,nc,nc72916481,2017-11-04T02:33:53.565Z,"8km NNE of East Foothills, California",earthquake,0.22,0.39,0.248,20,reviewed,nc,nc
2017-10-31T03:29:51.630Z,36.4405,-120.305,4.27,1.97,md,40,171,0.07511,0.12,nc,nc72916471,2017-11-01T00:35:04.096Z,"21km SSW of San Joaquin, California",earthquake,0.55,0.53,0.229,29,reviewed,nc,nc
2017-10-31T03:27:57.595Z,62.2127,-150.1624,14.8,1.2,ml,,,,0.61,ak,ak17158594,2017-11-03T10:14:15.046Z,"12km SSW of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-10-31T03:26:45.630Z,36.4515,-120.2931667,6.08,2.78,md,56,118,0.06781,0.17,nc,nc72916466,2017-11-01T00:07:04.911Z,"19km SSW of San Joaquin, California",earthquake,0.45,0.24,0.149,87,reviewed,nc,nc
